display_symbol,provider_symbol,name,exchange,currency,asset_type,is_bist,is_active,source,source_date
BVSAN,BVSAN.IS,BÜLBÜLOĞLU VİNÇ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
BYDNR,BYDNR.IS,BAYDÖNER RESTORANLARI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CAGFA,CAGFA.IS,ÇAĞDAŞ FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CANTE,CANTE.IS,ÇAN2 TERMİK A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CASA,CASA.IS,CASA EMTİA PETROL KİMYEVİ VE TÜREVLERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CATES,CATES.IS,ÇATES ELEKTRİK ÜRETİM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CCOLA,CCOLA.IS,COCA-COLA İÇECEK A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CELHA,CELHA.IS,ÇELİK HALAT VE TEL SANAYİİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CEMAS,CEMAS.IS,ÇEMAŞ DÖKÜM SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CEMTS,CEMTS.IS,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CEMZY,CEMZY.IS,CEM ZEYTİN A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CEOEM,CEOEM.IS,CEO EVENT MEDYA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CGCAM,CGCAM.IS,ÇAĞDAŞ CAM SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CIMSA,CIMSA.IS,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CLEBI,CLEBI.IS,ÇELEBİ HAVA SERVİSİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CLKMT,CLKMT.IS,ÇELİK MOTOR TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CMBTN,CMBTN.IS,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CMENT,CMENT.IS,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI T.A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CMSAN,CMSAN.IS,ÇAMSAN ENTEGRE AĞAÇ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CONSE,CONSE.IS,CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
COSMO,COSMO.IS,COSMOS YATIRIM HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CRDFA,CRDFA.IS,CREDITWEST FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CRFSA,CRFSA.IS,CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CUSAN,CUSAN.IS,ÇUHADAROĞLU METAL SANAYİ VE PAZARLAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CVKMD,CVKMD.IS,CVK MADEN İŞLETMELERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
CWENE,CWENE.IS,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DAGI,DAGI.IS,DAGİ GİYİM SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DAPGM,DAPGM.IS,DAP GAYRİMENKUL GELİŞTİRME A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DARDL,DARDL.IS,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DCTTR,DCTTR.IS,DCT TRADİNG DIŞ TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DENFA,DENFA.IS,DENİZ FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DENGE,DENGE.IS,DENGE YATIRIM HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DENVA,DENVA.IS,DENGE VARLIK YÖNETİM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DERHL,DERHL.IS,DERLÜKS YATIRIM HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DERIM,DERIM.IS,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DESA,DESA.IS,DESA DERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DESPC,DESPC.IS,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DEVA,DEVA.IS,DEVA HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DFKTR,DFKTR.IS,DORUK FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DGATE,DGATE.IS,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DGGYO,DGGYO.IS,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DGNMO,DGNMO.IS,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DGRVK,DGRVK.IS,DEĞER VARLIK KİRALAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DIMES,DIMES.IS,DİMES GIDA SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DIRIT,DIRIT.IS,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DITAS,DITAS.IS,DİTAŞ BDY YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DKVRL,DKVRL.IS,DK VARLIK KİRALAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DMLKT,DMLKT.IS,EMLAK KONUT DAMLA KENT GMS,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DMRGD,DMRGD.IS,DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DMSAS,DMSAS.IS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DNFIN,DNFIN.IS,DENİZ FİNANSAL KİRALAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DNISI,DNISI.IS,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DNYVA,DNYVA.IS,DÜNYA VARLIK YÖNETİM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DNZEN,DNZEN.IS,DENİZ EKO ENERJİ VE GERİ DÖNÜŞÜM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOAS,DOAS.IS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOCO,DOCO.IS,DO & CO AKTIENGESELLSCHAFT,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOFER,DOFER.IS,DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOFRB,DOFRB.IS,DOF ROBOTİK SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOGUB,DOGUB.IS,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOGVY,DOGVY.IS,DOĞRU VARLIK YÖNETİM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOHOL,DOHOL.IS,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DOKTA,DOKTA.IS,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DRPHN,DRPHN.IS,T.C. HAZİNE VE MALİYE BAKANLIĞI DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DSTKF,DSTKF.IS,DESTEK FİNANS FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DSYAT,DSYAT.IS,DESTEK YATIRIM MENKUL DEĞERLER A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DUNYH,DUNYH.IS,DÜNYA HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DURDO,DURDO.IS,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DURKN,DURKN.IS,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DVRLK,DVRLK.IS,D VARLIK KİRALAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DYBNK,DYBNK.IS,D YATIRIM BANKASI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DYOBY,DYOBY.IS,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
DZGYO,DZGYO.IS,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EBEBK,EBEBK.IS,EBEBEK MAĞAZACILIK A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ECILC,ECILC.IS,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ECOGR,ECOGR.IS,ECOGREEN ENERJİ HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ECZIP,ECZIP.IS,EİP ECZACIBAŞI İLAÇ PAZARLAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ECZYT,ECZYT.IS,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EDATA,EDATA.IS,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EDIP,EDIP.IS,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EFOR,EFOR.IS,EFOR YATIRIM SANAYİ TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EGEEN,EGEEN.IS,EGE ENDÜSTRİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EGEGY,EGEGY.IS,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EGEPO,EGEPO.IS,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EGGUB,EGGUB.IS,EGE GÜBRE SANAYİİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EGPRO,EGPRO.IS,EGE PROFİL TİCARET VE SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EGSER,EGSER.IS,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKDMR,EKDMR.IS,EKİNCİLER DEMİR VE ÇELİK SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKER,EKER.IS,EKER SÜT ÜRÜNLERİ GIDA SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKGYO,EKGYO.IS,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKIZ,EKIZ.IS,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKOFA,EKOFA.IS,EKO FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKOS,EKOS.IS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKSUN,EKSUN.IS,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EKTVK,EKTVK.IS,EMLAK KATILIM VARLIK KİRALAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ELITE,ELITE.IS,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EMIRV,EMIRV.IS,EMİR VARLIK YÖNETİM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EMKEL,EMKEL.IS,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EMNIS,EMNIS.IS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EMPAE,EMPAE.IS,EMPA ELEKTRONİK SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EMVAR,EMVAR.IS,EMLAK VARLIK KİRALAMA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENDAE,ENDAE.IS,ENDA ENERJİ HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENERY,ENERY.IS,ENERYA ENERJİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENJSA,ENJSA.IS,ENERJİSA ENERJİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENKAI,ENKAI.IS,ENKA İNŞAAT VE SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENPRA,ENPRA.IS,ENPARA BANK A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENSRI,ENSRI.IS,ENSARİ SINAİ YATIRIMLAR A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ENTRA,ENTRA.IS,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EPLAS,EPLAS.IS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ERBOS,ERBOS.IS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ERCB,ERCB.IS,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EREGL,EREGL.IS,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ERGLI,ERGLI.IS,EREĞLİ TEKSTİL TURİZM SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ERSU,ERSU.IS,ERSU MEYVE VE GIDA SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ESCAR,ESCAR.IS,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ESCOM,ESCOM.IS,ESCORT TEKNOLOJİ YATIRIM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ESEN,ESEN.IS,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ETILR,ETILR.IS,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
ETYAT,ETYAT.IS,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EUHOL,EUHOL.IS,EURO YATIRIM HOLDİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EUKYO,EUKYO.IS,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EUPWR,EUPWR.IS,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EUREN,EUREN.IS,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EUYO,EUYO.IS,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
EYGYO,EYGYO.IS,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FADE,FADE.IS,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FAIRF,FAIRF.IS,FAİR FİNANSMAN A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FBBNK,FBBNK.IS,FİBABANKA A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FENER,FENER.IS,FENERBAHÇE FUTBOL A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FKPET,FKPET.IS,FİKRET PETROL ÜRÜNLERİ PAZARLAMA SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FLAP,FLAP.IS,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FMIZP,FMIZP.IS,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FONET,FONET.IS,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FORMT,FORMT.IS,FORMET METAL VE CAM SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FORTE,FORTE.IS,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FRIGO,FRIGO.IS,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FRMPL,FRMPL.IS,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FROTO,FROTO.IS,FORD OTOMOTİV SANAYİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
FZLGY,FZLGY.IS,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
GARFA,GARFA.IS,GARANTİ FAKTORİNG A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
GARFL,GARFL.IS,GARANTİ FİLO YÖNETİM HİZMETLERİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
GATEG,GATEG.IS,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
GEDIK,GEDIK.IS,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
GEDZA,GEDZA.IS,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,XIST,TRY,equity,true,true,https://www.kap.org.tr/tr/bist-sirketler,2026-07-03
